CustomerID,first_purchase,last_purchase,invoice_count,total_units,total_revenue,avg_line_revenue,country,recency_days,customer_lifespan_days,repeat_customer_flag,high_value_flag
12951,2011-01-13 10:33:00,2011-12-01 12:14:00,6,503,1064.07,16.89,United Kingdom,9,322,1,0
12952,2011-09-22 16:37:00,2011-12-04 10:35:00,4,653,1387.79,17.566962025316457,United Kingdom,6,72,1,0
12953,2011-11-30 09:24:00,2011-11-30 09:24:00,1,84,329.85,19.40294117647059,United Kingdom,10,0,0,0
12955,2011-03-17 09:03:00,2011-12-08 16:29:00,11,3664,4757.16,26.428666666666665,United Kingdom,1,266,1,1
12956,2011-02-06 16:08:00,2011-02-06 16:08:00,1,34,108.07,5.687894736842105,United Kingdom,306,0,0,0
12957,2011-01-04 12:18:00,2011-11-30 09:53:00,8,2549,4017.54,16.880420168067225,United Kingdom,10,329,1,1
12962,2011-08-18 13:38:00,2011-12-02 15:55:00,2,129,266.39,16.649375,United Kingdom,7,106,1,0
12963,2010-12-09 09:14:00,2011-12-01 12:55:00,8,881,1856.63,19.54347368421053,United Kingdom,8,357,1,1
12965,2011-09-11 15:31:00,2011-09-11 15:31:00,1,282,769.8100000000001,7.1278703703703705,United Kingdom,89,0,0,0
12966,2011-11-30 12:38:00,2011-11-30 12:38:00,1,75,160.18,16.018,United Kingdom,10,0,0,0
12967,2010-12-03 09:49:00,2010-12-16 19:10:00,2,438,1660.9,87.41578947368421,United Kingdom,358,13,1,1
12968,2011-08-19 15:44:00,2011-08-19 15:44:00,1,73,135.95,27.189999999999998,United Kingdom,112,0,0,0
12970,2011-01-21 14:04:00,2011-12-02 14:30:00,4,268,405.47,3.1431782945736435,United Kingdom,7,315,1,0
12971,2010-12-02 16:42:00,2011-12-06 12:20:00,86,9289,11189.91,36.68822950819672,United Kingdom,4,368,1,1
12974,2011-05-26 09:33:00,2011-05-26 09:33:00,1,24,144.8,18.1,United Kingdom,198,0,0,0
12976,2011-05-12 09:55:00,2011-05-12 09:55:00,1,561,738.6,33.57272727272727,United Kingdom,212,0,0,0
12977,2011-07-06 16:40:00,2011-07-06 16:40:00,1,12,39.239999999999995,4.359999999999999,United Kingdom,156,0,0,0
12980,2010-12-16 11:36:00,2011-07-05 09:34:00,9,886,7374.900000000001,368.745,United Kingdom,158,200,1,1
12981,2011-07-29 14:14:00,2011-11-10 12:00:00,2,242,372.21999999999997,18.610999999999997,United Kingdom,30,103,1,0
12982,2011-04-11 11:51:00,2011-04-11 11:51:00,1,288,390.54,13.947857142857144,United Kingdom,243,0,0,0
12984,2011-11-21 12:37:00,2011-11-21 12:37:00,1,26,97.5,24.375,United Kingdom,19,0,0,0
12985,2011-11-11 12:44:00,2011-12-09 10:46:00,2,1533,1239.38,16.30763157894737,United Kingdom,1,27,1,0
12987,2011-05-26 12:00:00,2011-09-27 12:03:00,2,219,558.7,19.95357142857143,United Kingdom,74,124,1,0
12988,2011-02-20 14:31:00,2011-02-20 14:31:00,1,126,505.82,6.094216867469879,United Kingdom,292,0,0,0
12989,2010-12-10 13:24:00,2011-12-06 15:28:00,15,2943,6924.11,108.18921875,United Kingdom,3,361,1,1
12990,2011-02-02 15:39:00,2011-11-08 13:01:00,3,200,409.5,31.5,United Kingdom,31,278,1,0
12991,2011-08-19 14:39:00,2011-11-16 15:34:00,2,405,503.76,16.25032258064516,United Kingdom,23,89,1,0
12993,2011-02-14 14:29:00,2011-11-16 15:49:00,4,240,414.76,15.361481481481482,United Kingdom,23,275,1,0
12994,2011-03-16 08:31:00,2011-12-05 15:43:00,3,459,974.42,15.974098360655738,United Kingdom,4,264,1,0
12995,2011-09-15 15:44:00,2011-09-15 15:44:00,1,108,211.32,70.44,United Kingdom,85,0,0,0
12997,2011-01-26 15:49:00,2011-11-17 15:47:00,4,664,1226.89,20.794745762711866,United Kingdom,22,294,1,0
12999,2011-04-08 10:26:00,2011-05-27 13:24:00,3,342,455.88,16.28142857142857,United Kingdom,196,49,1,0
13000,2010-12-10 10:26:00,2011-08-25 10:43:00,3,379,534.85,17.253225806451614,United Kingdom,107,258,1,0
13001,2011-01-17 12:45:00,2011-12-05 14:51:00,13,5490,9785.970000000001,29.038486646884277,United Kingdom,4,322,1,1
13002,2011-01-25 15:18:00,2011-01-25 15:18:00,1,73,120.94999999999999,17.27857142857143,United Kingdom,318,0,0,0
13003,2011-05-09 08:23:00,2011-08-26 10:50:00,3,103,149.05,24.84166666666667,United Kingdom,106,109,1,0
13004,2010-12-17 08:20:00,2011-11-28 11:27:00,18,4822,5655.91,13.999777227722772,United Kingdom,12,346,1,1
13005,2011-04-07 13:32:00,2011-06-19 10:53:00,2,172,513.7,19.75769230769231,United Kingdom,174,72,1,0
13006,2011-10-14 13:49:00,2011-10-14 13:49:00,1,55,81.57,20.3925,United Kingdom,56,0,0,0
13008,2011-01-20 14:24:00,2011-01-20 14:24:00,1,175,229.46999999999997,16.390714285714285,United Kingdom,323,0,0,0
13011,2010-12-02 17:22:00,2010-12-02 17:22:00,1,13,50.550000000000004,16.85,United Kingdom,372,0,0,0
13012,2011-02-18 09:43:00,2011-11-30 13:05:00,8,820,1646.8400000000001,18.71409090909091,United Kingdom,9,285,1,0
13013,2010-12-03 12:28:00,2011-12-08 15:01:00,13,2224,4810.9400000000005,21.967762557077627,United Kingdom,1,370,1,1
13014,2011-03-03 18:28:00,2011-11-29 12:27:00,10,905,3466.2799999999997,31.800733944954125,United Kingdom,11,270,1,1
13015,2011-04-04 14:28:00,2011-10-17 13:19:00,5,1609,3339.64,19.08365714285714,United Kingdom,53,195,1,1
13016,2011-08-08 15:00:00,2011-09-27 14:08:00,3,527,789.89,16.806170212765956,United Kingdom,73,49,1,0
13017,2011-12-02 15:53:00,2011-12-02 15:53:00,1,48,204.0,204.0,United Kingdom,7,0,0,0
13018,2011-02-17 11:05:00,2011-11-23 13:28:00,28,5435,7277.7,15.890174672489083,United Kingdom,16,279,1,1
13021,2010-12-16 10:12:00,2011-12-05 16:37:00,9,1352,2616.38,19.97236641221374,United Kingdom,4,354,1,1
13023,2011-08-02 09:34:00,2011-10-06 16:27:00,2,286,689.9,17.2475,United Kingdom,64,65,1,0
13026,2011-03-09 11:35:00,2011-12-08 16:58:00,5,1620,975.36,24.384,United Kingdom,1,274,1,0
13027,2010-12-20 12:45:00,2011-08-18 09:39:00,6,17280,6912.0,265.84615384615387,United Kingdom,114,240,1,1
13028,2011-10-25 14:09:00,2011-11-17 11:10:00,2,798,661.3199999999999,14.695999999999998,United Kingdom,23,22,1,0
13029,2010-12-21 13:53:00,2011-11-09 09:13:00,3,134,1247.5,124.75,United Kingdom,31,322,1,0
13030,2010-12-06 14:31:00,2011-11-28 14:30:00,2,348,752.4399999999999,8.178695652173912,United Kingdom,11,356,1,0
13032,2011-09-13 16:40:00,2011-10-18 15:54:00,2,375,1010.1800000000001,14.227887323943662,United Kingdom,52,34,1,0
13033,2010-12-17 14:23:00,2010-12-17 14:23:00,1,83,190.55,17.322727272727274,United Kingdom,357,0,0,0
13034,2010-12-05 14:52:00,2011-10-16 12:21:00,2,369,642.77,17.372162162162162,United Kingdom,55,314,1,0
13035,2011-03-24 09:21:00,2011-09-27 08:57:00,2,644,921.88,34.1437037037037,United Kingdom,74,186,1,0
13037,2011-03-28 15:42:00,2011-07-24 15:46:00,3,431,881.07,18.355625,United Kingdom,138,118,1,0
13038,2011-02-22 11:43:00,2011-09-20 14:37:00,3,360,908.46,32.445,United Kingdom,80,210,1,0
13040,2011-11-06 13:53:00,2011-12-01 10:38:00,2,355,676.99,15.743953488372092,United Kingdom,9,24,1,0
13043,2011-03-11 14:52:00,2011-03-11 14:52:00,1,254,516.42,39.72461538461538,United Kingdom,273,0,0,0
13044,2011-02-21 15:20:00,2011-02-21 15:20:00,1,429,560.47,16.983939393939394,United Kingdom,291,0,0,0
13045,2011-09-01 15:04:00,2011-09-01 15:04:00,1,221,305.28,16.959999999999997,United Kingdom,99,0,0,0
13046,2011-03-18 15:43:00,2011-11-09 08:36:00,2,264,629.31,17.980285714285714,United Kingdom,31,235,1,0
13047,2010-12-01 08:34:00,2011-11-08 12:06:00,10,1391,3237.54,18.822906976744186,United Kingdom,32,342,1,1
13048,2011-01-16 14:36:00,2011-11-25 13:23:00,4,1228,1819.41,13.477111111111112,United Kingdom,14,312,1,1
13049,2011-01-25 16:33:00,2011-10-06 15:31:00,2,268,656.6800000000001,46.90571428571429,United Kingdom,64,253,1,0
13050,2010-12-08 09:30:00,2011-11-25 09:18:00,17,3748,5836.86,14.483523573200992,United Kingdom,15,351,1,1
13052,2011-05-11 14:12:00,2011-05-11 14:12:00,1,222,348.15000000000003,19.34166666666667,United Kingdom,212,0,0,0
13055,2011-05-10 08:58:00,2011-09-22 14:26:00,3,894,1214.41,15.979078947368421,United Kingdom,78,135,1,0
13058,2011-07-11 12:01:00,2011-11-15 12:43:00,3,52,271.40000000000003,33.925000000000004,United Kingdom,25,127,1,0
13059,2011-04-04 10:40:00,2011-04-04 10:40:00,1,35,183.4,22.925,United Kingdom,250,0,0,0
13060,2011-03-31 11:37:00,2011-03-31 11:37:00,1,123,307.53000000000003,20.502000000000002,United Kingdom,254,0,0,0
13061,2011-09-28 16:04:00,2011-09-28 16:04:00,1,107,248.61,24.861,United Kingdom,72,0,0,0
13062,2011-06-01 15:12:00,2011-06-01 15:12:00,1,343,346.98,31.543636363636367,United Kingdom,191,0,0,0
13064,2011-01-16 13:41:00,2011-11-27 12:31:00,4,514,1105.59,16.258676470588235,United Kingdom,13,314,1,0
13065,2010-12-01 16:52:00,2010-12-01 16:52:00,1,74,205.86,14.704285714285716,United Kingdom,373,0,0,0
13066,2011-11-07 17:06:00,2011-11-15 12:57:00,2,322,470.8,9.808333333333334,United Kingdom,24,7,1,0
13067,2011-09-18 13:38:00,2011-09-18 13:38:00,1,32,115.46000000000001,7.697333333333334,United Kingdom,82,0,0,0
13068,2011-01-24 08:20:00,2011-11-29 15:00:00,2,200,344.0,172.0,United Kingdom,10,309,1,0
13069,2010-12-05 11:02:00,2011-12-09 08:39:00,24,5873,4431.44,10.451509433962263,United Kingdom,1,368,1,1
13070,2011-05-31 13:45:00,2011-05-31 13:45:00,1,110,228.8,25.422222222222224,United Kingdom,192,0,0,0
13072,2011-03-18 08:12:00,2011-03-18 08:12:00,1,69,177.15,25.307142857142857,United Kingdom,267,0,0,0
13075,2011-08-02 10:19:00,2011-08-02 10:19:00,1,485,919.61,41.80045454545455,United Kingdom,130,0,0,0
13077,2010-12-08 14:59:00,2011-12-08 19:24:00,4,862,728.02,6.558738738738739,United Kingdom,1,365,1,0
13078,2010-12-08 09:07:00,2011-12-06 15:36:00,26,5630,12627.94,35.27357541899441,United Kingdom,3,363,1,1
13079,2011-07-22 14:41:00,2011-12-05 16:53:00,5,62,220.10000000000002,36.68333333333334,United Kingdom,4,136,1,0
13080,2011-06-13 14:59:00,2011-06-13 14:59:00,1,120,58.08,9.68,United Kingdom,179,0,0,0
13081,2010-12-03 17:20:00,2011-11-28 10:54:00,11,19068,28337.38,27.67322265625,United Kingdom,12,359,1,1
13082,2011-01-05 15:42:00,2011-08-05 16:16:00,9,4324,3613.63,49.50178082191781,United Kingdom,126,212,1,1
13083,2011-09-25 10:46:00,2011-12-05 15:01:00,2,187,303.75,16.875,United Kingdom,4,71,1,0
13085,2011-02-17 13:57:00,2011-07-05 12:11:00,2,216,416.08,18.91272727272727,United Kingdom,158,137,1,0
13089,2010-12-05 10:27:00,2011-12-07 09:02:00,97,31025,58762.08,32.393649393605294,United Kingdom,3,366,1,1
13090,2010-12-02 07:48:00,2011-12-01 12:39:00,14,2263,8910.82,57.48916129032258,United Kingdom,9,364,1,1
13091,2011-11-11 15:54:00,2011-11-11 15:54:00,1,466,345.82,16.467619047619046,United Kingdom,28,0,0,0
13092,2010-12-15 12:27:00,2011-09-30 11:18:00,5,279,477.83,19.1132,United Kingdom,71,288,1,0
13093,2010-12-01 15:00:00,2011-03-09 12:14:00,8,3961,7832.47,49.260817610062894,United Kingdom,276,97,1,1
13094,2010-12-06 10:34:00,2011-11-18 14:07:00,12,1716,1927.3200000000002,80.305,United Kingdom,21,347,1,1
13095,2011-09-30 12:03:00,2011-09-30 12:03:00,1,144,74.39999999999999,12.399999999999999,United Kingdom,71,0,0,0
13097,2010-12-14 15:13:00,2011-11-07 10:43:00,10,2360,6003.22,14.259429928741094,United Kingdom,33,327,1,1
13098,2011-01-26 13:46:00,2011-12-08 14:14:00,28,15968,28882.44,50.49377622377622,United Kingdom,1,316,1,1
13099,2011-09-01 17:40:00,2011-09-01 17:40:00,1,288,207.36,207.36,United Kingdom,99,0,0,0
13101,2011-04-19 14:37:00,2011-04-19 14:37:00,1,113,101.19,12.64875,United Kingdom,234,0,0,0
13102,2010-12-09 13:38:00,2011-12-08 12:52:00,24,4204,6424.09,21.131875,United Kingdom,1,363,1,1
13103,2011-10-31 09:38:00,2011-10-31 09:38:00,1,82,243.94,30.4925,United Kingdom,40,0,0,0
13104,2010-12-20 11:58:00,2011-12-06 13:10:00,6,504,1098.48,54.924,United Kingdom,3,351,1,0
13106,2011-07-29 15:12:00,2011-07-29 15:12:00,1,18,76.5,76.5,United Kingdom,133,0,0,0
13107,2011-01-10 12:28:00,2011-10-26 14:52:00,4,1293,1531.6200000000001,26.407241379310346,United Kingdom,44,289,1,0
13108,2010-12-02 10:35:00,2010-12-02 10:35:00,1,298,350.06,35.006,United Kingdom,373,0,0,0
13109,2011-07-05 14:56:00,2011-10-11 10:16:00,2,520,786.54,16.734893617021275,United Kingdom,60,97,1,0
13110,2011-02-01 15:24:00,2011-11-08 14:30:00,7,388,1488.67,10.266689655172414,United Kingdom,31,279,1,0
13113,2010-12-08 13:21:00,2011-12-09 12:49:00,24,3045,12245.960000000001,61.229800000000004,United Kingdom,1,365,1,1
13115,2011-06-08 16:15:00,2011-11-28 12:38:00,4,1567,2294.78,19.12316666666667,United Kingdom,12,172,1,1
13116,2011-07-24 14:33:00,2011-07-24 14:33:00,1,291,501.14,16.704666666666665,United Kingdom,138,0,0,0
13117,2010-12-02 13:11:00,2011-11-18 12:02:00,8,945,984.91,12.959342105263158,United Kingdom,22,350,1,0
13118,2011-02-24 12:32:00,2011-11-20 12:46:00,5,410,1197.81,15.162151898734177,United Kingdom,20,269,1,0
13120,2011-04-15 10:19:00,2011-04-15 10:19:00,1,12,30.6,30.6,United Kingdom,239,0,0,0
13121,2011-03-15 16:47:00,2011-03-15 16:47:00,1,252,283.73,5.674600000000001,United Kingdom,269,0,0,0
13122,2011-04-13 14:12:00,2011-09-06 15:53:00,2,585,922.39,16.77072727272727,United Kingdom,94,146,1,0
13124,2010-12-15 15:00:00,2011-09-11 12:45:00,3,2119,3756.33,16.920405405405404,United Kingdom,90,269,1,1
13126,2010-12-08 11:42:00,2011-12-05 10:00:00,8,2143,2099.64,14.997428571428571,United Kingdom,5,361,1,1
13127,2011-09-23 10:26:00,2011-09-23 10:26:00,1,127,259.17,17.278000000000002,United Kingdom,78,0,0,0
13130,2011-09-06 15:30:00,2011-09-06 15:30:00,1,32,64.0,32.0,United Kingdom,94,0,0,0
13131,2011-06-05 10:54:00,2011-11-16 13:21:00,3,447,1073.3,24.393181818181816,United Kingdom,23,164,1,0
13132,2011-03-23 12:44:00,2011-03-23 12:44:00,1,20,77.3,25.766666666666666,United Kingdom,262,0,0,0
13133,2011-02-08 15:48:00,2011-03-11 10:31:00,2,32,109.8,15.685714285714285,United Kingdom,274,30,1,0
13134,2011-04-13 12:57:00,2011-09-15 10:35:00,4,1059,1793.58,18.301836734693875,United Kingdom,86,154,1,1
13135,2011-05-27 10:52:00,2011-05-27 10:52:00,1,4300,3096.0,3096.0,United Kingdom,197,0,0,1
13136,2011-05-11 12:47:00,2011-10-14 13:41:00,5,1328,2607.61,20.53236220472441,United Kingdom,56,156,1,1
13137,2011-02-04 11:54:00,2011-11-29 12:09:00,8,2204,3603.29,5.244963609898107,United Kingdom,11,298,1,1
13138,2010-12-02 15:03:00,2011-11-17 16:51:00,6,473,962.39,15.276031746031746,United Kingdom,22,350,1,0
13139,2011-03-25 11:57:00,2011-11-23 13:54:00,7,2425,5064.94,29.79376470588235,United Kingdom,16,243,1,1
13140,2010-12-08 15:12:00,2011-08-23 15:33:00,3,185,422.47,9.388222222222224,United Kingdom,108,258,1,0
13141,2011-01-28 13:04:00,2011-09-16 09:54:00,5,1548,2388.75,17.694444444444443,United Kingdom,85,230,1,1
13142,2011-11-20 16:07:00,2011-11-20 16:07:00,1,258,307.09000000000003,13.351739130434783,United Kingdom,19,0,0,0
13144,2011-01-11 11:15:00,2011-01-11 11:15:00,1,21,110.95,36.983333333333334,United Kingdom,333,0,0,0
13145,2010-12-02 18:06:00,2011-10-31 12:45:00,4,145,618.52,103.08666666666666,United Kingdom,40,332,1,0
13146,2011-11-13 15:29:00,2011-11-13 15:29:00,1,154,228.91,13.465294117647058,United Kingdom,26,0,0,0
13147,2011-09-01 12:28:00,2011-11-29 13:59:00,4,144,712.8,178.2,United Kingdom,10,89,1,0
13148,2010-12-10 13:06:00,2011-11-10 15:23:00,12,1965,3683.26,11.805320512820513,United Kingdom,29,335,1,1
13149,2011-02-23 13:57:00,2011-11-25 13:09:00,4,1280,1676.06,19.48906976744186,United Kingdom,14,274,1,1
13151,2011-02-17 12:29:00,2011-02-17 12:29:00,1,363,1257.8700000000001,16.998243243243245,United Kingdom,296,0,0,0
13153,2011-12-04 12:14:00,2011-12-04 12:14:00,1,418,486.22,32.41466666666667,United Kingdom,6,0,0,0
13155,2010-12-06 12:44:00,2011-11-06 15:41:00,4,497,971.76,11.432470588235294,United Kingdom,33,335,1,0
13157,2011-02-14 14:03:00,2011-10-21 13:50:00,4,1439,1741.22,20.014022988505747,United Kingdom,49,248,1,1
13158,2011-01-25 09:58:00,2011-09-06 11:58:00,4,784,1201.06,15.203291139240505,United Kingdom,95,224,1,0
13159,2011-08-16 11:44:00,2011-12-01 11:20:00,4,1058,1429.35,11.911249999999999,United Kingdom,9,106,1,0
13160,2011-11-17 13:07:00,2011-11-17 13:07:00,1,56,91.8,22.95,United Kingdom,22,0,0,0
13161,2011-01-30 14:03:00,2011-01-30 14:03:00,1,29,112.75,14.09375,United Kingdom,313,0,0,0
13162,2011-01-09 10:43:00,2011-08-09 15:59:00,4,1713,1688.29,21.370759493670885,United Kingdom,122,212,1,1
13165,2010-12-23 14:06:00,2011-10-24 15:05:00,2,1376,1021.48,24.32095238095238,United Kingdom,46,305,1,0
13166,2011-03-01 15:16:00,2011-03-01 15:16:00,1,216,417.2,10.175609756097561,United Kingdom,283,0,0,0
13167,2011-07-19 12:13:00,2011-11-21 12:24:00,4,785,791.33,12.174307692307693,United Kingdom,19,125,1,0
13168,2011-01-25 13:55:00,2011-11-03 12:56:00,4,670,1299.59,10.314206349206348,United Kingdom,36,281,1,0
13169,2011-04-01 14:24:00,2011-10-07 12:11:00,2,272,712.88,54.83692307692308,United Kingdom,64,188,1,0
13170,2011-11-13 12:19:00,2011-11-13 12:19:00,1,141,108.81,3.6270000000000002,United Kingdom,27,0,0,0
13171,2011-02-13 14:16:00,2011-11-18 10:27:00,3,229,468.41,10.182826086956522,United Kingdom,22,277,1,0
13173,2010-12-07 14:30:00,2011-12-05 15:51:00,2,277,353.65000000000003,8.224418604651163,United Kingdom,4,363,1,0
13174,2010-12-05 16:24:00,2011-11-23 14:35:00,3,1352,2742.82,9.361160409556314,United Kingdom,16,352,1,1
13176,2011-10-24 15:43:00,2011-10-24 15:43:00,1,448,481.49,7.186417910447761,United Kingdom,46,0,0,0
13177,2011-10-06 09:56:00,2011-10-06 09:56:00,1,91,282.45,16.61470588235294,United Kingdom,65,0,0,0
13178,2010-12-14 12:22:00,2011-11-13 16:14:00,11,3570,5725.47,21.60554716981132,United Kingdom,26,334,1,1
13182,2011-10-25 13:46:00,2011-10-25 13:46:00,1,201,121.18,11.016363636363637,United Kingdom,45,0,0,0
13183,2011-01-09 10:50:00,2011-12-02 10:30:00,9,2208,3957.78,42.10404255319149,United Kingdom,8,326,1,1
13184,2011-02-22 17:25:00,2011-11-25 12:02:00,10,1662,1668.95,9.323743016759776,United Kingdom,15,275,1,1
13185,2011-03-17 11:56:00,2011-03-17 11:56:00,1,12,71.4,71.4,United Kingdom,268,0,0,0
13186,2011-08-03 09:09:00,2011-10-31 11:40:00,3,820,1575.89,19.947974683544306,United Kingdom,40,89,1,0
13187,2011-01-06 18:57:00,2011-01-06 18:57:00,1,95,236.02,6.378918918918919,United Kingdom,337,0,0,0
13188,2011-11-28 15:28:00,2011-11-28 15:28:00,1,25,114.6,57.3,United Kingdom,11,0,0,0
13189,2011-08-16 13:12:00,2011-11-21 10:39:00,2,842,260.68,8.988965517241379,United Kingdom,19,96,1,0
13192,2011-05-18 14:57:00,2011-09-05 14:13:00,2,595,911.94,14.475238095238096,United Kingdom,95,109,1,0
13193,2011-10-09 14:30:00,2011-10-09 14:30:00,1,46,112.08,4.4832,United Kingdom,61,0,0,0
13194,2011-07-27 09:01:00,2011-07-27 09:01:00,1,26,60.7,20.233333333333334,United Kingdom,136,0,0,0
13196,2011-03-22 14:24:00,2011-11-28 13:54:00,4,1224,1797.78,16.343454545454545,United Kingdom,11,250,1,1
13198,2010-12-13 09:29:00,2011-11-29 15:17:00,6,2648,3401.2400000000002,15.049734513274338,United Kingdom,10,351,1,1
13199,2010-12-08 10:51:00,2011-12-06 12:30:00,38,6176,9817.12,82.49680672268909,United Kingdom,4,363,1,1
13200,2011-08-05 14:50:00,2011-11-20 15:35:00,4,516,870.09,18.915,United Kingdom,19,107,1,0
13203,2011-04-11 14:40:00,2011-11-30 10:45:00,4,800,869.46,15.253684210526316,United Kingdom,10,232,1,0
13207,2011-07-12 11:35:00,2011-11-24 14:52:00,2,130,250.26000000000002,31.282500000000002,United Kingdom,15,135,1,0
13208,2011-02-03 19:32:00,2011-10-12 09:54:00,6,803,1217.65,8.227364864864866,United Kingdom,59,250,1,0
13209,2010-12-13 10:31:00,2011-11-09 13:54:00,8,4253,5891.61,18.35392523364486,United Kingdom,30,331,1,1
13210,2011-09-07 08:18:00,2011-09-07 08:18:00,1,316,353.48,16.067272727272726,United Kingdom,94,0,0,0
13211,2010-12-13 16:17:00,2011-11-29 14:43:00,3,834,1095.42,19.916727272727275,United Kingdom,10,350,1,0
13212,2011-10-09 14:48:00,2011-11-20 12:40:00,3,309,786.83,5.580354609929079,United Kingdom,20,41,1,0
13213,2011-05-24 12:22:00,2011-10-14 11:42:00,5,1360,1520.58,16.895333333333333,United Kingdom,57,142,1,0
13216,2011-03-17 12:18:00,2011-03-17 12:18:00,1,297,333.74,66.748,United Kingdom,268,0,0,0
13217,2011-07-06 12:08:00,2011-08-09 15:32:00,3,262,533.98,133.495,United Kingdom,122,34,1,0
13218,2011-08-04 16:59:00,2011-08-04 16:59:00,1,88,62.63999999999999,12.527999999999999,United Kingdom,127,0,0,0
13220,2011-04-17 10:59:00,2011-09-22 13:38:00,4,196,819.2900000000001,39.01380952380953,United Kingdom,78,158,1,0
13221,2010-12-15 13:24:00,2011-04-13 16:58:00,2,244,847.41,12.839545454545455,United Kingdom,240,119,1,0
13223,2011-04-21 15:16:00,2011-05-23 13:03:00,2,88,163.2,32.64,United Kingdom,200,31,1,0
13224,2011-07-11 14:10:00,2011-10-10 14:55:00,2,1518,2155.95,19.9625,United Kingdom,60,91,1,1
13225,2010-12-13 09:49:00,2011-12-06 13:29:00,7,3416,6463.84,201.995,United Kingdom,3,358,1,1
13226,2011-03-11 14:35:00,2011-03-11 14:35:00,1,80,108.21000000000001,6.7631250000000005,United Kingdom,273,0,0,0
13227,2011-05-22 11:47:00,2011-05-22 11:47:00,1,99,257.7,28.633333333333333,United Kingdom,202,0,0,0
13228,2011-09-19 14:28:00,2011-09-19 14:28:00,1,200,358.0,179.0,United Kingdom,81,0,0,0
13229,2011-04-28 12:07:00,2011-04-28 12:07:00,1,63,160.95,16.095,United Kingdom,226,0,0,0
13230,2010-12-09 19:28:00,2011-12-05 16:03:00,14,1638,2755.63,4.69442930153322,United Kingdom,4,360,1,1
13232,2011-04-10 13:48:00,2011-11-27 10:39:00,7,773,1328.35,6.575990099009901,United Kingdom,13,230,1,0
13233,2011-01-07 14:49:00,2011-09-26 13:25:00,2,1004,605.12,14.072558139534884,United Kingdom,74,261,1,0
13235,2011-05-11 17:13:00,2011-05-11 17:13:00,1,441,1031.07,17.77706896551724,United Kingdom,212,0,0,0
13236,2011-08-25 08:58:00,2011-11-15 12:50:00,2,416,744.85,20.69027777777778,United Kingdom,25,82,1,0
13238,2010-12-14 14:37:00,2011-11-22 15:37:00,4,298,700.73,22.604193548387098,United Kingdom,17,343,1,0
13239,2011-03-23 10:25:00,2011-03-23 10:25:00,1,327,329.56,15.693333333333333,United Kingdom,262,0,0,0
13240,2010-12-09 12:49:00,2011-09-04 14:08:00,4,298,663.65,9.905223880597015,United Kingdom,96,269,1,0
13242,2011-05-10 12:26:00,2011-08-19 12:53:00,3,130,270.40000000000003,20.800000000000004,United Kingdom,112,101,1,0
13243,2011-05-20 13:14:00,2011-05-20 13:14:00,1,232,585.12,10.265263157894736,United Kingdom,203,0,0,0
13244,2011-09-08 11:46:00,2011-09-08 11:46:00,1,38,121.74000000000001,4.508888888888889,United Kingdom,93,0,0,0
13245,2011-10-20 11:40:00,2011-10-20 11:40:00,1,125,430.5,26.90625,United Kingdom,51,0,0,0
13246,2011-01-13 13:36:00,2011-11-21 16:50:00,6,1587,1961.52,14.422941176470587,United Kingdom,18,312,1,1
13247,2011-09-18 11:31:00,2011-11-22 10:59:00,4,328,501.12,20.0448,United Kingdom,18,64,1,0
13248,2011-06-03 13:05:00,2011-08-07 12:40:00,2,305,465.68,17.91076923076923,United Kingdom,125,64,1,0
13249,2011-03-23 15:26:00,2011-09-08 13:26:00,3,546,711.41,30.93086956521739,United Kingdom,92,168,1,0
13253,2011-01-04 15:43:00,2011-07-06 10:09:00,2,1572,1030.4,28.622222222222224,United Kingdom,157,182,1,0
13255,2010-12-01 11:58:00,2011-11-30 13:14:00,2,177,399.51,30.73153846153846,United Kingdom,9,364,1,0
13258,2011-05-18 13:11:00,2011-11-28 09:31:00,3,282,672.83,18.689722222222223,United Kingdom,12,193,1,0
13259,2011-10-09 10:48:00,2011-10-09 10:48:00,1,126,283.18,3.4960493827160493,United Kingdom,62,0,0,0
13260,2011-10-09 13:21:00,2011-10-09 13:21:00,1,142,557.62,69.7025,United Kingdom,61,0,0,0
13261,2011-02-27 10:41:00,2011-03-16 12:22:00,2,210,944.1,104.9,United Kingdom,269,17,1,0
13262,2011-03-21 15:06:00,2011-03-21 15:06:00,1,125,200.29,18.208181818181817,United Kingdom,263,0,0,0
13263,2011-01-18 16:31:00,2011-12-08 13:59:00,35,4768,7436.93,4.46126574685063,United Kingdom,1,323,1,1
13265,2011-03-11 09:54:00,2011-10-17 15:02:00,5,1740,2092.66,23.251777777777775,United Kingdom,53,220,1,1
13266,2011-03-28 10:14:00,2011-11-28 14:39:00,12,4428,3834.2599999999998,20.504064171122995,United Kingdom,11,245,1,1
13267,2010-12-08 09:20:00,2011-12-07 11:12:00,19,1969,4521.49,21.428862559241704,United Kingdom,3,364,1,1
13268,2011-03-17 13:20:00,2011-11-22 11:51:00,11,3624,3174.75,7.331986143187067,United Kingdom,18,249,1,1
13269,2010-12-05 11:51:00,2011-12-08 14:53:00,15,3513,5343.28,16.96279365079365,United Kingdom,1,368,1,1
13270,2010-12-08 14:53:00,2010-12-08 14:53:00,1,200,590.0,590.0,United Kingdom,366,0,0,0
13271,2011-11-02 14:31:00,2011-11-02 14:31:00,1,240,211.49,2.430919540229885,United Kingdom,37,0,0,0
